profile;montage;sides;apv;profile_category;Antal m� fireboard pr. m profil;Antal bj�lkeprofiler/PDP pr. m profil;Antal vinkelprofil pr. m profil;Antal skruer pr. m profil;Antal klammer pr. m profil
50x25x2,5 mm;Klammeløsning;2;219;Rektangulære rør varmvalsede;0,1200;;2;16;8
50x25x2,5 mm;Klammeløsning;3;365;Rektangulære rør varmvalsede;0,1700;;2;16;16
50x25x2,5 mm;Klammeløsning;4;438;Rektangulære rør varmvalsede;0,2400;;0;0;32
50x25x2,5 mm;Bjælkeprofil eller PDP profil;1;1280;Rektangulære rør varmvalsede;0,2400;2;2;48;
50x25x2,5 mm;Bjælkeprofil eller PDP profil;2;307;Rektangulære rør varmvalsede;0,1700;1;2;32;
50x25x2,5 mm;Bjælkeprofil eller PDP profil;3;540;Rektangulære rør varmvalsede;0,2700;2;2;48;
50x25x2,5 mm;Bjælkeprofil eller PDP profil;4;788;Rektangulære rør varmvalsede;0,4400;4;0;64;
50x30x3 mm;Klammeløsning;1;400;Rektangulære rør varmvalsede;0,1460;;2;16;16
50x30x3 mm;Klammeløsning;2;185;Rektangulære rør varmvalsede;0,1250;;2;16;8
50x30x3 mm;Klammeløsning;3;300;Rektangulære rør varmvalsede;0,1750;;2;16;16
50x30x3 mm;Klammeløsning;4;369;Rektangulære rør varmvalsede;0,2500;;0;0;32
50x30x3 mm;Bjælkeprofil eller PDP profil;1;956;Rektangulære rør varmvalsede;0,2460;2;2;48;
50x30x3 mm;Bjælkeprofil eller PDP profil;2;254;Rektangulære rør varmvalsede;0,1750;1;2;32;
50x30x3 mm;Bjælkeprofil eller PDP profil;3;438;Rektangulære rør varmvalsede;0,2750;2;2;48;
50x30x3 mm;Bjælkeprofil eller PDP profil;4;646;Rektangulære rør varmvalsede;0,4500;4;0;64;
50x30x4 mm;Klammeløsning;1;317;Rektangulære rør varmvalsede;0,1480;;2;16;16
50x30x4 mm;Klammeløsning;2;144;Rektangulære rør varmvalsede;0,1250;;2;16;8
50x30x4 mm;Klammeløsning;3;233;Rektangulære rør varmvalsede;0,1750;;2;16;16
50x30x4 mm;Klammeløsning;4;287;Rektangulære rør varmvalsede;0,2500;;0;0;32
50x30x4 mm;Bjælkeprofil eller PDP profil;1;734;Rektangulære rør varmvalsede;0,2480;2;2;48;
50x30x4 mm;Bjælkeprofil eller PDP profil;2;197;Rektangulære rør varmvalsede;0,1750;1;2;32;
50x30x4 mm;Bjælkeprofil eller PDP profil;3;340;Rektangulære rør varmvalsede;0,2750;2;2;48;
50x30x4 mm;Bjælkeprofil eller PDP profil;4;501;Rektangulære rør varmvalsede;0,4500;4;0;64;
50x30x5 mm;Klammeløsning;1;267;Rektangulære rør varmvalsede;0,1500;;2;16;16
50x30x5 mm;Klammeløsning;2;119;Rektangulære rør varmvalsede;0,1250;;2;16;8
50x30x5 mm;Klammeløsning;3;194;Rektangulære rør varmvalsede;0,1750;;2;16;16
50x30x5 mm;Klammeløsning;4;238;Rektangulære rør varmvalsede;0,2500;;0;0;32
50x30x5 mm;Bjælkeprofil eller PDP profil;1;600;Rektangulære rør varmvalsede;0,2500;2;2;48;
50x30x5 mm;Bjælkeprofil eller PDP profil;2;164;Rektangulære rør varmvalsede;0,1750;1;2;32;
50x30x5 mm;Bjælkeprofil eller PDP profil;3;283;Rektangulære rør varmvalsede;0,2750;2;2;48;
50x30x5 mm;Bjælkeprofil eller PDP profil;4;417;Rektangulære rør varmvalsede;0,4500;4;0;64;
60x40x3 mm;Klammeløsning;1;384;Rektangulære rør varmvalsede;0,1560;;2;16;16
60x40x3 mm;Klammeløsning;2;181;Rektangulære rør varmvalsede;0,1450;;2;16;8
60x40x3 mm;Klammeløsning;3;289;Rektangulære rør varmvalsede;0,2050;;2;16;16
60x40x3 mm;Klammeløsning;4;362;Rektangulære rør varmvalsede;0,2900;;0;0;32
60x40x3 mm;Bjælkeprofil eller PDP profil;1;800;Rektangulære rør varmvalsede;0,2560;2;2;48;
60x40x3 mm;Bjælkeprofil eller PDP profil;2;235;Rektangulære rør varmvalsede;0,1950;1;2;32;
60x40x3 mm;Bjælkeprofil eller PDP profil;3;398;Rektangulære rør varmvalsede;0,3050;2;2;48;
60x40x3 mm;Bjælkeprofil eller PDP profil;4;578;Rektangulære rør varmvalsede;0,4900;4;0;64;
60x40x4 mm;Klammeløsning;1;300;Rektangulære rør varmvalsede;0,1580;;2;16;16
60x40x4 mm;Klammeløsning;2;140;Rektangulære rør varmvalsede;0,1450;;2;16;8
60x40x4 mm;Klammeløsning;3;223;Rektangulære rør varmvalsede;0,2050;;2;16;16
60x40x4 mm;Klammeløsning;4;279;Rektangulære rør varmvalsede;0,2900;;0;0;32
60x40x4 mm;Bjælkeprofil eller PDP profil;1;613;Rektangulære rør varmvalsede;0,2580;2;2;48;
60x40x4 mm;Bjælkeprofil eller PDP profil;2;181;Rektangulære rør varmvalsede;0,1950;1;2;32;
60x40x4 mm;Bjælkeprofil eller PDP profil;3;306;Rektangulære rør varmvalsede;0,3050;2;2;48;
60x40x4 mm;Bjælkeprofil eller PDP profil;4;446;Rektangulære rør varmvalsede;0,4900;4;0;64;
60x40x5 mm;Klammeløsning;1;250;Rektangulære rør varmvalsede;0,1600;;2;16;16
60x40x5 mm;Klammeløsning;2;115;Rektangulære rør varmvalsede;0,1450;;2;16;8
60x40x5 mm;Klammeløsning;3;184;Rektangulære rør varmvalsede;0,2050;;2;16;16
60x40x5 mm;Klammeløsning;4;230;Rektangulære rør varmvalsede;0,2900;;0;0;32
60x40x5 mm;Bjælkeprofil eller PDP profil;1;500;Rektangulære rør varmvalsede;0,2600;2;2;48;
60x40x5 mm;Bjælkeprofil eller PDP profil;2;149;Rektangulære rør varmvalsede;0,1950;1;2;32;
60x40x5 mm;Bjælkeprofil eller PDP profil;3;253;Rektangulære rør varmvalsede;0,3050;2;2;48;
60x40x5 mm;Bjælkeprofil eller PDP profil;4;367;Rektangulære rør varmvalsede;0,4900;4;0;64;
80x40x3 mm;Klammeløsning;1;384;Rektangulære rør varmvalsede;0,1560;;2;16;16
80x40x3 mm;Klammeløsning;2;179;Rektangulære rør varmvalsede;0,1650;;2;16;8
80x40x3 mm;Klammeløsning;3;297;Rektangulære rør varmvalsede;0,2450;;2;16;16
80x40x3 mm;Klammeløsning;4;357;Rektangulære rør varmvalsede;0,3300;;0;0;32
80x40x3 mm;Bjælkeprofil eller PDP profil;1;800;Rektangulære rør varmvalsede;0,2560;2;2;48;
80x40x3 mm;Bjælkeprofil eller PDP profil;2;223;Rektangulære rør varmvalsede;0,2150;1;2;32;
80x40x3 mm;Bjælkeprofil eller PDP profil;3;386;Rektangulære rør varmvalsede;0,3450;2;2;48;
80x40x3 mm;Bjælkeprofil eller PDP profil;4;535;Rektangulære rør varmvalsede;0,5300;4;0;64;
80x40x4 mm;Klammeløsning;1;300;Rektangulære rør varmvalsede;0,1580;;2;16;16
80x40x4 mm;Klammeløsning;2;137;Rektangulære rør varmvalsede;0,1650;;2;16;8
80x40x4 mm;Klammeløsning;3;228;Rektangulære rør varmvalsede;0,2450;;2;16;16
80x40x4 mm;Klammeløsning;4;274;Rektangulære rør varmvalsede;0,3300;;0;0;32
80x40x4 mm;Bjælkeprofil eller PDP profil;1;613;Rektangulære rør varmvalsede;0,2580;2;2;48;
80x40x4 mm;Bjælkeprofil eller PDP profil;2;171;Rektangulære rør varmvalsede;0,2150;1;2;32;
80x40x4 mm;Bjælkeprofil eller PDP profil;3;296;Rektangulære rør varmvalsede;0,3450;2;2;48;
80x40x4 mm;Bjælkeprofil eller PDP profil;4;410;Rektangulære rør varmvalsede;0,5300;4;0;64;
80x40x5 mm;Klammeløsning;1;250;Rektangulære rør varmvalsede;0,1600;;2;16;16
80x40x5 mm;Klammeløsning;2;113;Rektangulære rør varmvalsede;0,1650;;2;16;8
80x40x5 mm;Klammeløsning;3;187;Rektangulære rør varmvalsede;0,2450;;2;16;16
80x40x5 mm;Klammeløsning;4;225;Rektangulære rør varmvalsede;0,3300;;0;0;32
80x40x5 mm;Bjælkeprofil eller PDP profil;1;500;Rektangulære rør varmvalsede;0,2600;2;2;48;
80x40x5 mm;Bjælkeprofil eller PDP profil;2;141;Rektangulære rør varmvalsede;0,2150;1;2;32;
80x40x5 mm;Bjælkeprofil eller PDP profil;3;243;Rektangulære rør varmvalsede;0,3450;2;2;48;
80x40x5 mm;Bjælkeprofil eller PDP profil;4;337;Rektangulære rør varmvalsede;0,5300;4;0;64;
90x50x3 mm;Klammeløsning;1;374;Rektangulære rør varmvalsede;0,1660;;2;16;16
90x50x3 mm;Klammeløsning;2;177;Rektangulære rør varmvalsede;0,1850;;2;16;8
90x50x3 mm;Klammeløsning;3;290;Rektangulære rør varmvalsede;0,2750;;2;16;16
90x50x3 mm;Klammeløsning;4;353;Rektangulære rør varmvalsede;0,3700;;0;0;32
90x50x3 mm;Bjælkeprofil eller PDP profil;1;707;Rektangulære rør varmvalsede;0,2660;2;2;48;
90x50x3 mm;Bjælkeprofil eller PDP profil;2;215;Rektangulære rør varmvalsede;0,2350;1;2;32;
90x50x3 mm;Bjælkeprofil eller PDP profil;3;366;Rektangulære rør varmvalsede;0,3750;2;2;48;
90x50x3 mm;Bjælkeprofil eller PDP profil;4;504;Rektangulære rør varmvalsede;0,5700;4;0;64;
90x50x4 mm;Klammeløsning;1;290;Rektangulære rør varmvalsede;0,1680;;2;16;16
90x50x4 mm;Klammeløsning;2;135;Rektangulære rør varmvalsede;0,1850;;2;16;8
90x50x4 mm;Klammeløsning;3;222;Rektangulære rør varmvalsede;0,2750;;2;16;16
90x50x4 mm;Klammeløsning;4;270;Rektangulære rør varmvalsede;0,3700;;0;0;32
90x50x4 mm;Bjælkeprofil eller PDP profil;1;540;Rektangulære rør varmvalsede;0,2680;2;2;48;
90x50x4 mm;Bjælkeprofil eller PDP profil;2;164;Rektangulære rør varmvalsede;0,2350;1;2;32;
90x50x4 mm;Bjælkeprofil eller PDP profil;3;279;Rektangulære rør varmvalsede;0,3750;2;2;48;
90x50x4 mm;Bjælkeprofil eller PDP profil;4;385;Rektangulære rør varmvalsede;0,5700;4;0;64;
90x50x5 mm;Klammeløsning;1;240;Rektangulære rør varmvalsede;0,1700;;2;16;16
90x50x5 mm;Klammeløsning;2;111;Rektangulære rør varmvalsede;0,1850;;2;16;8
90x50x5 mm;Klammeløsning;3;182;Rektangulære rør varmvalsede;0,2750;;2;16;16
90x50x5 mm;Klammeløsning;4;221;Rektangulære rør varmvalsede;0,3700;;0;0;32
90x50x5 mm;Bjælkeprofil eller PDP profil;1;440;Rektangulære rør varmvalsede;0,2700;2;2;48;
90x50x5 mm;Bjælkeprofil eller PDP profil;2;134;Rektangulære rør varmvalsede;0,2350;1;2;32;
90x50x5 mm;Bjælkeprofil eller PDP profil;3;229;Rektangulære rør varmvalsede;0,3750;2;2;48;
90x50x5 mm;Bjælkeprofil eller PDP profil;4;315;Rektangulære rør varmvalsede;0,5700;4;0;64;
100x50x3 mm;Klammeløsning;1;374;Rektangulære rør varmvalsede;0,1660;;2;16;16
100x50x3 mm;Klammeløsning;2;176;Rektangulære rør varmvalsede;0,1950;;2;16;8
100x50x3 mm;Klammeløsning;3;293;Rektangulære rør varmvalsede;0,2950;;2;16;16
100x50x3 mm;Klammeløsning;4;352;Rektangulære rør varmvalsede;0,3900;;0;0;32
100x50x3 mm;Bjælkeprofil eller PDP profil;1;707;Rektangulære rør varmvalsede;0,2660;2;2;48;
100x50x3 mm;Bjælkeprofil eller PDP profil;2;211;Rektangulære rør varmvalsede;0,2450;1;2;32;
100x50x3 mm;Bjælkeprofil eller PDP profil;3;363;Rektangulære rør varmvalsede;0,3950;2;2;48;
100x50x3 mm;Bjælkeprofil eller PDP profil;4;492;Rektangulære rør varmvalsede;0,5900;4;0;64;
100x50x4 mm;Klammeløsning;1;290;Rektangulære rør varmvalsede;0,1680;;2;16;16
100x50x4 mm;Klammeløsning;2;134;Rektangulære rør varmvalsede;0,1950;;2;16;8
100x50x4 mm;Klammeløsning;3;224;Rektangulære rør varmvalsede;0,2950;;2;16;16
100x50x4 mm;Klammeløsning;4;268;Rektangulære rør varmvalsede;0,3900;;0;0;32
100x50x4 mm;Bjælkeprofil eller PDP profil;1;540;Rektangulære rør varmvalsede;0,2680;2;2;48;
100x50x4 mm;Bjælkeprofil eller PDP profil;2;161;Rektangulære rør varmvalsede;0,2450;1;2;32;
100x50x4 mm;Bjælkeprofil eller PDP profil;3;277;Rektangulære rør varmvalsede;0,3950;2;2;48;
100x50x4 mm;Bjælkeprofil eller PDP profil;4;375;Rektangulære rør varmvalsede;0,5900;4;0;64;
100x50x5 mm;Klammeløsning;1;240;Rektangulære rør varmvalsede;0,1700;;2;16;16
100x50x5 mm;Klammeløsning;2;110;Rektangulære rør varmvalsede;0,1950;;2;16;8
100x50x5 mm;Klammeløsning;3;183;Rektangulære rør varmvalsede;0,2950;;2;16;16
100x50x5 mm;Klammeløsning;4;219;Rektangulære rør varmvalsede;0,3900;;0;0;32
100x50x5 mm;Bjælkeprofil eller PDP profil;1;440;Rektangulære rør varmvalsede;0,2700;2;2;48;
100x50x5 mm;Bjælkeprofil eller PDP profil;2;132;Rektangulære rør varmvalsede;0,2450;1;2;32;
100x50x5 mm;Bjælkeprofil eller PDP profil;3;227;Rektangulære rør varmvalsede;0,3950;2;2;48;
100x50x5 mm;Bjælkeprofil eller PDP profil;4;307;Rektangulære rør varmvalsede;0,5900;4;0;64;
100x50x6 mm;Klammeløsning;1;207;Rektangulære rør varmvalsede;0,1720;;2;16;16
100x50x6 mm;Klammeløsning;2;93;Rektangulære rør varmvalsede;0,1950;;2;16;8
100x50x6 mm;Klammeløsning;3;155;Rektangulære rør varmvalsede;0,2950;;2;16;16
100x50x6 mm;Klammeløsning;4;186;Rektangulære rør varmvalsede;0,3900;;0;0;32
100x50x6 mm;Bjælkeprofil eller PDP profil;1;374;Rektangulære rør varmvalsede;0,2720;2;2;48;
100x50x6 mm;Bjælkeprofil eller PDP profil;2;112;Rektangulære rør varmvalsede;0,2450;1;2;32;
100x50x6 mm;Bjælkeprofil eller PDP profil;3;192;Rektangulære rør varmvalsede;0,3950;2;2;48;
100x50x6 mm;Bjælkeprofil eller PDP profil;4;260;Rektangulære rør varmvalsede;0,5900;4;0;64;
100x60x4 mm;Klammeløsning;1;284;Rektangulære rør varmvalsede;0,1780;;2;16;16
100x60x4 mm;Klammeløsning;2;134;Rektangulære rør varmvalsede;0,2050;;2;16;8
100x60x4 mm;Klammeløsning;3;217;Rektangulære rør varmvalsede;0,3050;;2;16;16
100x60x4 mm;Klammeløsning;4;267;Rektangulære rør varmvalsede;0,4100;;0;0;32
100x60x4 mm;Bjælkeprofil eller PDP profil;1;492;Rektangulære rør varmvalsede;0,2780;2;2;48;
100x60x4 mm;Bjælkeprofil eller PDP profil;2;159;Rektangulære rør varmvalsede;0,2550;1;2;32;
100x60x4 mm;Bjælkeprofil eller PDP profil;3;267;Rektangulære rør varmvalsede;0,4050;2;2;48;
100x60x4 mm;Bjælkeprofil eller PDP profil;4;367;Rektangulære rør varmvalsede;0,6100;4;0;64;
100x60x5 mm;Klammeløsning;1;234;Rektangulære rør varmvalsede;0,1800;;2;16;16
100x60x5 mm;Klammeløsning;2;109;Rektangulære rør varmvalsede;0,2050;;2;16;8
100x60x5 mm;Klammeløsning;3;177;Rektangulære rør varmvalsede;0,3050;;2;16;16
100x60x5 mm;Klammeløsning;4;218;Rektangulære rør varmvalsede;0,4100;;0;0;32
100x60x5 mm;Bjælkeprofil eller PDP profil;1;400;Rektangulære rør varmvalsede;0,2800;2;2;48;
100x60x5 mm;Bjælkeprofil eller PDP profil;2;130;Rektangulære rør varmvalsede;0,2550;1;2;32;
100x60x5 mm;Bjælkeprofil eller PDP profil;3;218;Rektangulære rør varmvalsede;0,4050;2;2;48;
100x60x5 mm;Bjælkeprofil eller PDP profil;4;300;Rektangulære rør varmvalsede;0,6100;4;0;64;
100x60x6 mm;Klammeløsning;1;200;Rektangulære rør varmvalsede;0,1820;;2;16;16
100x60x6 mm;Klammeløsning;2;92;Rektangulære rør varmvalsede;0,2050;;2;16;8
100x60x6 mm;Klammeløsning;3;150;Rektangulære rør varmvalsede;0,3050;;2;16;16
100x60x6 mm;Klammeløsning;4;184;Rektangulære rør varmvalsede;0,4100;;0;0;32
100x60x6 mm;Bjælkeprofil eller PDP profil;1;339;Rektangulære rør varmvalsede;0,2820;2;2;48;
100x60x6 mm;Bjælkeprofil eller PDP profil;2;110;Rektangulære rør varmvalsede;0,2550;1;2;32;
100x60x6 mm;Bjælkeprofil eller PDP profil;3;184;Rektangulære rør varmvalsede;0,4050;2;2;48;
100x60x6 mm;Bjælkeprofil eller PDP profil;4;253;Rektangulære rør varmvalsede;0,6100;4;0;64;
120x60x4 mm;Klammeløsning;1;284;Rektangulære rør varmvalsede;0,1780;;2;16;16
120x60x4 mm;Klammeløsning;2;133;Rektangulære rør varmvalsede;0,2250;;2;16;8
120x60x4 mm;Klammeløsning;3;221;Rektangulære rør varmvalsede;0,3450;;2;16;16
120x60x4 mm;Klammeløsning;4;265;Rektangulære rør varmvalsede;0,4500;;0;0;32
120x60x4 mm;Bjælkeprofil eller PDP profil;1;492;Rektangulære rør varmvalsede;0,2780;2;2;48;
120x60x4 mm;Bjælkeprofil eller PDP profil;2;155;Rektangulære rør varmvalsede;0,2750;1;2;32;
120x60x4 mm;Bjælkeprofil eller PDP profil;3;265;Rektangulære rør varmvalsede;0,4450;2;2;48;
120x60x4 mm;Bjælkeprofil eller PDP profil;4;353;Rektangulære rør varmvalsede;0,6500;4;0;64;
120x60x5 mm;Klammeløsning;1;234;Rektangulære rør varmvalsede;0,1800;;2;16;16
120x60x5 mm;Klammeløsning;2;108;Rektangulære rør varmvalsede;0,2250;;2;16;8
120x60x5 mm;Klammeløsning;3;180;Rektangulære rør varmvalsede;0,3450;;2;16;16
120x60x5 mm;Klammeløsning;4;216;Rektangulære rør varmvalsede;0,4500;;0;0;32
120x60x5 mm;Bjælkeprofil eller PDP profil;1;400;Rektangulære rør varmvalsede;0,2800;2;2;48;
120x60x5 mm;Bjælkeprofil eller PDP profil;2;126;Rektangulære rør varmvalsede;0,2750;1;2;32;
120x60x5 mm;Bjælkeprofil eller PDP profil;3;216;Rektangulære rør varmvalsede;0,4450;2;2;48;
120x60x5 mm;Bjælkeprofil eller PDP profil;4;288;Rektangulære rør varmvalsede;0,6500;4;0;64;
120x60x6 mm;Klammeløsning;1;200;Rektangulære rør varmvalsede;0,1820;;2;16;16
120x60x6 mm;Klammeløsning;2;91;Rektangulære rør varmvalsede;0,2250;;2;16;8
120x60x6 mm;Klammeløsning;3;152;Rektangulære rør varmvalsede;0,3450;;2;16;16
120x60x6 mm;Klammeløsning;4;182;Rektangulære rør varmvalsede;0,4500;;0;0;32
120x60x6 mm;Bjælkeprofil eller PDP profil;1;339;Rektangulære rør varmvalsede;0,2820;2;2;48;
120x60x6 mm;Bjælkeprofil eller PDP profil;2;107;Rektangulære rør varmvalsede;0,2750;1;2;32;
120x60x6 mm;Bjælkeprofil eller PDP profil;3;182;Rektangulære rør varmvalsede;0,4450;2;2;48;
120x60x6 mm;Bjælkeprofil eller PDP profil;4;243;Rektangulære rør varmvalsede;0,6500;4;0;64;
120x80x4 mm;Klammeløsning;1;275;Rektangulære rør varmvalsede;0,1980;;2;16;16
120x80x4 mm;Klammeløsning;2;132;Rektangulære rør varmvalsede;0,2450;;2;16;8
120x80x4 mm;Klammeløsning;3;211;Rektangulære rør varmvalsede;0,3650;;2;16;16
120x80x4 mm;Klammeløsning;4;264;Rektangulære rør varmvalsede;0,4900;;0;0;32
120x80x4 mm;Bjælkeprofil eller PDP profil;1;432;Rektangulære rør varmvalsede;0,2980;2;2;48;
120x80x4 mm;Bjælkeprofil eller PDP profil;2;152;Rektangulære rør varmvalsede;0,2950;1;2;32;
120x80x4 mm;Bjælkeprofil eller PDP profil;3;250;Rektangulære rør varmvalsede;0,4650;2;2;48;
120x80x4 mm;Bjælkeprofil eller PDP profil;4;343;Rektangulære rør varmvalsede;0,6900;4;0;64;
120x80x5 mm;Klammeløsning;1;225;Rektangulære rør varmvalsede;0,2000;;2;16;16
120x80x5 mm;Klammeløsning;2;107;Rektangulære rør varmvalsede;0,2450;;2;16;8
120x80x5 mm;Klammeløsning;3;172;Rektangulære rør varmvalsede;0,3650;;2;16;16
120x80x5 mm;Klammeløsning;4;214;Rektangulære rør varmvalsede;0,4900;;0;0;32
120x80x5 mm;Bjælkeprofil eller PDP profil;1;350;Rektangulære rør varmvalsede;0,3000;2;2;48;
120x80x5 mm;Bjælkeprofil eller PDP profil;2;123;Rektangulære rør varmvalsede;0,2950;1;2;32;
120x80x5 mm;Bjælkeprofil eller PDP profil;3;204;Rektangulære rør varmvalsede;0,4650;2;2;48;
120x80x5 mm;Bjælkeprofil eller PDP profil;4;279;Rektangulære rør varmvalsede;0,6900;4;0;64;
120x80x6 mm;Klammeløsning;1;192;Rektangulære rør varmvalsede;0,2020;;2;16;16
120x80x6 mm;Klammeløsning;2;91;Rektangulære rør varmvalsede;0,2450;;2;16;8
120x80x6 mm;Klammeløsning;3;145;Rektangulære rør varmvalsede;0,3650;;2;16;16
120x80x6 mm;Klammeløsning;4;181;Rektangulære rør varmvalsede;0,4900;;0;0;32
120x80x6 mm;Bjælkeprofil eller PDP profil;1;296;Rektangulære rør varmvalsede;0,3020;2;2;48;
120x80x6 mm;Bjælkeprofil eller PDP profil;2;104;Rektangulære rør varmvalsede;0,2950;1;2;32;
120x80x6 mm;Bjælkeprofil eller PDP profil;3;172;Rektangulære rør varmvalsede;0,4650;2;2;48;
120x80x6 mm;Bjælkeprofil eller PDP profil;4;235;Rektangulære rør varmvalsede;0,6900;4;0;64;
120x80x8 mm;Klammeløsning;1;150;Rektangulære rør varmvalsede;0,2060;;2;16;16
120x80x8 mm;Klammeløsning;2;70;Rektangulære rør varmvalsede;0,2450;;2;16;8
120x80x8 mm;Klammeløsning;3;112;Rektangulære rør varmvalsede;0,3650;;2;16;16
120x80x8 mm;Klammeløsning;4;139;Rektangulære rør varmvalsede;0,4900;;0;0;32
120x80x8 mm;Bjælkeprofil eller PDP profil;1;229;Rektangulære rør varmvalsede;0,3060;2;2;48;
120x80x8 mm;Bjælkeprofil eller PDP profil;2;80;Rektangulære rør varmvalsede;0,2950;1;2;32;
120x80x8 mm;Bjælkeprofil eller PDP profil;3;132;Rektangulære rør varmvalsede;0,4650;2;2;48;
120x80x8 mm;Bjælkeprofil eller PDP profil;4;181;Rektangulære rør varmvalsede;0,6900;4;0;64;
120x80x10 mm;Klammeløsning;1;125;Rektangulære rør varmvalsede;0,2100;;2;16;16
120x80x10 mm;Klammeløsning;2;58;Rektangulære rør varmvalsede;0,2450;;2;16;8
120x80x10 mm;Klammeløsning;3;92;Rektangulære rør varmvalsede;0,3650;;2;16;16
120x80x10 mm;Klammeløsning;4;115;Rektangulære rør varmvalsede;0,4900;;0;0;32
120x80x10 mm;Bjælkeprofil eller PDP profil;1;188;Rektangulære rør varmvalsede;0,3100;2;2;48;
120x80x10 mm;Bjælkeprofil eller PDP profil;2;66;Rektangulære rør varmvalsede;0,2950;1;2;32;
120x80x10 mm;Bjælkeprofil eller PDP profil;3;109;Rektangulære rør varmvalsede;0,4650;2;2;48;
120x80x10 mm;Bjælkeprofil eller PDP profil;4;149;Rektangulære rør varmvalsede;0,6900;4;0;64;
140x80x4 mm;Klammeløsning;1;275;Rektangulære rør varmvalsede;0,1980;;2;16;16
140x80x4 mm;Klammeløsning;2;131;Rektangulære rør varmvalsede;0,2650;;2;16;8
140x80x4 mm;Klammeløsning;3;215;Rektangulære rør varmvalsede;0,4050;;2;16;16
140x80x4 mm;Klammeløsning;4;262;Rektangulære rør varmvalsede;0,5300;;0;0;32
140x80x4 mm;Bjælkeprofil eller PDP profil;1;432;Rektangulære rør varmvalsede;0,2980;2;2;48;
140x80x4 mm;Bjælkeprofil eller PDP profil;2;149;Rektangulære rør varmvalsede;0,3150;1;2;32;
140x80x4 mm;Bjælkeprofil eller PDP profil;3;250;Rektangulære rør varmvalsede;0,5050;2;2;48;
140x80x4 mm;Bjælkeprofil eller PDP profil;4;334;Rektangulære rør varmvalsede;0,7300;4;0;64;
140x80x5 mm;Klammeløsning;1;225;Rektangulære rør varmvalsede;0,2000;;2;16;16
140x80x5 mm;Klammeløsning;2;107;Rektangulære rør varmvalsede;0,2650;;2;16;8
140x80x5 mm;Klammeløsning;3;174;Rektangulære rør varmvalsede;0,4050;;2;16;16
140x80x5 mm;Klammeløsning;4;213;Rektangulære rør varmvalsede;0,5300;;0;0;32
140x80x5 mm;Bjælkeprofil eller PDP profil;1;350;Rektangulære rør varmvalsede;0,3000;2;2;48;
140x80x5 mm;Bjælkeprofil eller PDP profil;2;121;Rektangulære rør varmvalsede;0,3150;1;2;32;
140x80x5 mm;Bjælkeprofil eller PDP profil;3;203;Rektangulære rør varmvalsede;0,5050;2;2;48;
140x80x5 mm;Bjælkeprofil eller PDP profil;4;271;Rektangulære rør varmvalsede;0,7300;4;0;64;
140x80x6 mm;Klammeløsning;1;192;Rektangulære rør varmvalsede;0,2020;;2;16;16
140x80x6 mm;Klammeløsning;2;90;Rektangulære rør varmvalsede;0,2650;;2;16;8
140x80x6 mm;Klammeløsning;3;147;Rektangulære rør varmvalsede;0,4050;;2;16;16
140x80x6 mm;Klammeløsning;4;179;Rektangulære rør varmvalsede;0,5300;;0;0;32
140x80x6 mm;Bjælkeprofil eller PDP profil;1;296;Rektangulære rør varmvalsede;0,3020;2;2;48;
140x80x6 mm;Bjælkeprofil eller PDP profil;2;102;Rektangulære rør varmvalsede;0,3150;1;2;32;
140x80x6 mm;Bjælkeprofil eller PDP profil;3;171;Rektangulære rør varmvalsede;0,5050;2;2;48;
140x80x6 mm;Bjælkeprofil eller PDP profil;4;228;Rektangulære rør varmvalsede;0,7300;4;0;64;
150x100x5 mm;Klammeløsning;1;220;Rektangulære rør varmvalsede;0,2200;;2;16;16
150x100x5 mm;Klammeløsning;2;106;Rektangulære rør varmvalsede;0,2950;;2;16;8
150x100x5 mm;Klammeløsning;3;169;Rektangulære rør varmvalsede;0,4450;;2;16;16
150x100x5 mm;Klammeløsning;4;211;Rektangulære rør varmvalsede;0,5900;;0;0;32
150x100x5 mm;Bjælkeprofil eller PDP profil;1;320;Rektangulære rør varmvalsede;0,3200;2;2;48;
150x100x5 mm;Bjælkeprofil eller PDP profil;2;119;Rektangulære rør varmvalsede;0,3450;1;2;32;
150x100x5 mm;Bjælkeprofil eller PDP profil;3;195;Rektangulære rør varmvalsede;0,5450;2;2;48;
150x100x5 mm;Bjælkeprofil eller PDP profil;4;262;Rektangulære rør varmvalsede;0,7900;4;0;64;
150x100x6 mm;Klammeløsning;1;187;Rektangulære rør varmvalsede;0,2220;;2;16;16
